N  62	6	6620.18	6620.18	6620.18	6620.18	6620.18	6620.18												
N  63	6	5190.23	5190.23	5190.23	5190.23	5190.23	5190.23												
N  64	6	2499.82	2499.82	2499.82	2499.82	2499.82	2499.82												
N  65	6	4825.11	4825.11	4825.11	4825.11	4825.11	4825.11												
N  66	6	5983.8	5983.8	5983.8	5983.8	5983.8	5983.8												
N  67	6	4302.8	4302.8	4302.8	4302.8	4302.8	4302.8												
N  68	6	6352.59	6352.59	6352.59	6352.59	6352.59	6352.59												
N  69	6	4448.5	4448.5	4448.5	4448.5	4448.5	4448.5												
N  70	6	3610.24	3610.24	3610.24	3610.24	3610.24	3610.24												
N  71	6	6699.88	6699.88	6699.88	6699.88	6699.88	6699.88												
N  72	6	7429.3	7429.3	7429.3	7429.3	7429.3	7429.3												
N  73	6	5955.4	5955.4	5955.4	5955.4	5955.4	5955.4												
N  74	6	4146.7	4146.7	4146.7	4146.7	4146.7	4146.7												
N  75	6	6118.1	6118.1	6118.1	6118.1	6118.1	6118.1												
N  76	6	3748.5	3748.5	3748.5	3748.5	3748.5	3748.5												
N  77	6	4355.4	4355.4	4355.4	4355.4	4355.4	4355.4												
N  78	6	5473	5473	5473	5473	5473	5473												
N  79	6	7911.5	7911.5	7911.5	7911.5	7911.5	7911.5												
N  80	6	5859	5859	5859	5859	5859	5859												
N  81	6	8908.4	8908.4	8908.4	8908.4	8908.4	8908.4												
N  82	6	3955.8	3955.8	3955.8	3955.8	3955.8	3955.8												
N  83	6	3094.71	3094.71	3094.71	3094.71	3094.71	3094.71												
N  84	6	4960.7	4960.7	4960.7	4960.7	4960.7	4960.7												
N  85	6	6387.65	6387.65	6387.65	6387.65	6387.65	6387.65												
N  86	6	7328.25	7328.25	7328.25	7328.25	7328.25	7328.25												
N  87	6	2544.6	2544.6	2544.6	2544.6	2544.6	2544.6												
N  88	6	3580.66	3580.66	3580.66	3580.66	3580.66	3580.66												
N  89	6	5375.82	5375.82	5375.82	5375.82	5375.82	5375.82												
N  90	6	8050	8050	8050	8050	8050	8050												
N  91	6	3652.06	3652.06	3652.06	3652.06	3652.06	3652.06												
N  92	6	3885.5	3885.5	3885.5	3885.5	3885.5	3885.5												
N  93	6	3780	3780	3780	3780	3780	3780												
N  94	6	9396.5	9396.5	9396.5	9396.5	9396.5	9396.5												
N  95	6	2937.76	2937.76	2937.76	2937.76	2937.76	2937.76												
N  96	6	7303.28	7303.28	7303.28	7303.28	7303.28	7303.28												
N  97	6	4137.6	4137.6	4137.6	4137.6	4137.6	4137.6												
N  98	6	2485	2485	2485	2485	2485	2485												
N  99	6	3852	3852	3852	3852	3852	3852												
N 100	6	2540	2540	2540	2540	2540	2540												
N 101	6	5726	5726	5726	5726	5726	5726												
N 102	6	2130.9	2130.9	2130.9	2130.9	2130.9	2130.9												
N 103	6	4820	4820	4820	4820	4820	4820												
N 104	6	4635.9	4635.9	4635.9	4635.9	4635.9	4635.9												
N 105	6	7279.2	7279.2	7279.2	7279.2	7279.2	7279.2												
N 106	6	4872.4	4872.4	4872.4	4872.4	4872.4	4872.4												
N 107	6	1404.1	1404.1	1404.1	1404.1	1404.1	1404.1												
N 108	6	5432.72	5432.72	5432.72	5432.72	5432.72	5432.72												
N 109	6	3650	3650	3650	3650	3650	3650												
N 110	6	4899.25	4899.25	4899.25	4899.25	4899.25	4899.25												
N 111	6	8378	8378	8378	8378	8378	8378												
N 112	6	7686.95	7686.95	7686.95	7686.95	7686.95	7686.95												
N 113	6	25052.3	25052.3	25052.3	25052.3	25052.3	25052.3												
N 114	6	3867.3	3867.3	3867.3	3867.3	3867.3	3867.3												
N 115	6	2465.1	2465.1	2465.1	2465.1	2465.1	2465.1												
N 116	6	4936	4936	4936	4936	4936	4936												
N 117	6	8543.3	8543.3	8543.3	8543.3	8543.3	8543.3												
N 118	6	7728.2	7728.2	7728.2	7728.2	7728.2	7728.2												
N 119	6	6883.56	6883.56	6883.56	6883.56	6883.56	6883.56												
N 120	6	6595.35	6595.35	6595.35	6595.35	6595.35	6595.35												
N 121	6	2891.88	2891.88	2891.88	2891.88	2891.88	2891.88												
N 122	6	7906.9	7906.9	7906.9	7906.9	7906.9	7906.9												
N 123	6	5225	5225	5225	5225	5225	5225												
N 124	6	5485.99	5485.99	5485.99	5485.99	5485.99	5485.99												
N 125	6	4376.4	4376.4	4376.4	4376.4	4376.4	4376.4												
N 126	6	3860.2	3860.2	3860.2	3860.2	3860.2	3860.2												
N 127	6	8656	8656	8656	8656	8656	8656												
N 128	6	8290.5	8290.5	8290.5	8290.5	8290.5	8290.5												
N 129	6	6175	6175	6175	6175	6175	6175												
N 130	6	4617.6	4617.6	4617.6	4617.6	4617.6	4617.6												
N 131	6	3575.08	3575.08	3575.08	3575.08	3575.08	3575.08												
N 132	6	7444.7	7444.7	7444.7	7444.7	7444.7	7444.7												
N 133	6	7921.8	7921.8	7921.8	7921.8	7921.8	7921.8												
N 134	6	7061.5	7061.5	7061.5	7061.5	7061.5	7061.5												
N 135	6	6200	6200	6200	6200	6200	6200												
N 136	6	4061.25	4061.25	4061.25	4061.25	4061.25	4061.25												
N 137	6	3536.6	3536.6	3536.6	3536.6	3536.6	3536.6												
N 138	6	5546.5	5546.5	5546.5	5546.5	5546.5	5546.5												
N 139	6	3880	3880	3880	3880	3880	3880												
N 140	6	3466.2	3466.2	3466.2	3466.2	3466.2	3466.2												
N 141	6	7657.73	7657.73	7657.73	7657.73	7657.73	7657.73												
N 142	6	6228.5	6228.5	6228.5	6228.5	6228.5	6228.5												
N 143	6	6572	6572	6572	6572	6572	6572												
N 144	6	3007.5	3007.5	3007.5	3007.5	3007.5	3007.5												
N 145	6	3313.62	3313.62	3313.62	3313.62	3313.62	3313.62												
N 146	6	4199.45	4199.45	4199.45	4199.45	4199.45	4199.45												
N 147	6	2409.32	2409.32	2409.32	2409.32	2409.32	2409.32												
N 148	6	1996.3	1996.3	1996.3	1996.3	1996.3	1996.3												
N 149	6	2796.3	2796.3	2796.3	2796.3	2796.3	2796.3												
N 150	6	4675	4675	4675	4675	4675	4675												
N 151	6	2971	2971	2971	2971	2971	2971												
N 152	6	7507.4	7507.4	7507.4	7507.4	7507.4	7507.4												
N 153	6	6467.88	6467.88	6467.88	6467.88	6467.88	6467.88												
N 154	6	2327.5	2327.5	2327.5	2327.5	2327.5	2327.5												
N 155	6	3654	3654	3654	3654	3654	3654												
N 156	6	8089.4	8089.4	8089.4	8089.4	8089.4	8089.4												
N 157	6	6493.8	6493.8	6493.8	6493.8	6493.8	6493.8												
N 158	6	6565	6565	6565	6565	6565	6565												
N 159	6	7983	7983	7983	7983	7983	7983												
N 160	6	6645	6645	6645	6645	6645	6645												
N 161	6	9240	9240	9240	9240	9240	9240												
N 162	6	5480	5480	5480	5480	5480	5480												
N 163	6	4980	4980	4980	4980	4980	4980												
N 164	6	5324.6	5324.6	5324.6	5324.6	5324.6	5324.6												
N 165	6	5159.6	5159.6	5159.6	5159.6	5159.6	5159.6												
N 166	6	960	960	960	960	960	960												
N 167	6	4776.2	4776.2	4776.2	4776.2	4776.2	4776.2												
N 168	6	8502.5	8502.5	8502.5	8502.5	8502.5	8502.5												
N 169	6	8212.5	8212.5	8212.5	8212.5	8212.5	8212.5												
N 170	6	5819.5	5819.5	5819.5	5819.5	5819.5	5819.5												
N 171	6	5119.5	5119.5	5119.5	5119.5	5119.5	5119.5												
N 172	6	6649.9	6649.9	6649.9	6649.9	6649.9	6649.9												
N 173	6	5623.2	5623.2	5623.2	5623.2	5623.2	5623.2												
N 174	6	5301.4	5301.4	5301.4	5301.4	5301.4	5301.4												
N 175	6	8918.6	8918.6	8918.6	8918.6	8918.6	8918.6												
N 176	6	5955	5955	5955	5955	5955	5955												
N 177	6	8340	8340	8340	8340	8340	8340												
N 178	6	6220	6220	6220	6220	6220	6220												
N 179	6	5677	5677	5677	5677	5677	5677												
N 180	6	2730	2730	2730	2730	2730	2730												
N 181	6	5541.8	5541.8	5541.8	5541.8	5541.8	5541.8												
N 182	6	6800.1	6800.1	6800.1	6800.1	6800.1	6800.1												
N 183	6	5334.3	5334.3	5334.3	5334.3	5334.3	5334.3												
N 184	6	10557.7	10557.7	10557.7	10557.7	10557.7	10557.7												
N 185	6	13065.2	13065.2	13065.2	13065.2	13065.2	13065.2												
N 186	6	7410.6	7410.6	7410.6	7410.6	7410.6	7410.6												
N 187	6	9500.9	9500.9	9500.9	9500.9	9500.9	9500.9												
N 188	6	3101.6	3101.6	3101.6	3101.6	3101.6	3101.6												
N 189	6	7179.5	7179.5	7179.5	7179.5	7179.5	7179.5												
N 190	6	4864	4864	4864	4864	4864	4864												
N 191	6	8711	8711	8711	8711	8711	8711												
N 192	6	1364.5	1364.5	1364.5	1364.5	1364.5	1364.5												
N 193	6	925.2	925.2	925.2	925.2	925.2	925.2												
N 194	6	3440	3440	3440	3440	3440	3440												
N 195	6	9520	9520	9520	9520	9520	9520												
N 196	6	3995	3995	3995	3995	3995	3995												
N 197	6	4840	4840	4840	4840	4840	4840												
N 198	6	4378	4378	4378	4378	4378	4378												
N 199	6	3150	3150	3150	3150	3150	3150												
N 200	6	2590	2590	2590	2590	2590	2590												
N 201	6	880	880	880	880	880	880												
N 202	6	7774	7774	7774	7774	7774	7774												
N 203	6	6668	6668	6668	6668	6668	6668												
N 204	6	8775	8775	8775	8775	8775	8775												
N 205	6	1989	1989	1989	1989	1989	1989												
N 206	6	6056	6056	6056	6056	6056	6056												
N 207	6	4460	4460	4460	4460	4460	4460												
N 208	6	5432	5432	5432	5432	5432	5432												
N 209	6	2307.5	2307.5	2307.5	2307.5	2307.5	2307.5												
N 210	6	7582.5	7582.5	7582.5	7582.5	7582.5	7582.5												
N 211	6	8824.5	8824.5	8824.5	8824.5	8824.5	8824.5												
N 212	6	5795	5795	5795	5795	5795	5795												
N 213	6	4983	4983	4983	4983	4983	4983												
N 214	6	3232	3232	3232	3232	3232	3232												
N 215	6	3091.5	3091.5	3091.5	3091.5	3091.5	3091.5												
N 216	6	4911	4911	4911	4911	4911	4911												
N 217	6	7179.5	7179.5	7179.5	7179.5	7179.5	7179.5												
N 218	6	7380	7380	7380	7380	7380	7380												
N 219	6	5520.5	5520.5	5520.5	5520.5	5520.5	5520.5												
N 220	6	2148	2148	2148	2148	2148	2148												
N 221	6	1739.1	1739.1	1739.1	1739.1	1739.1	1739.1												
N 222	6	5434.2	5434.2	5434.2	5434.2	5434.2	5434.2												
N 223	6	2679	2679	2679	2679	2679	2679												
N 224	6	6893.6	6893.6	6893.6	6893.6	6893.6	6893.6												
N 225	6	7891.3	7891.3	7891.3	7891.3	7891.3	7891.3												
N 226	6	7688.4	7688.4	7688.4	7688.4	7688.4	7688.4												
N 227	6	7146.3	7146.3	7146.3	7146.3	7146.3	7146.3												
N 228	6	6999	6999	6999	6999	6999	6999												
N 229	6	3567	3567	3567	3567	3567	3567												
N 230	6	2378.3	2378.3	2378.3	2378.3	2378.3	2378.3												
N 231	6	6605	6605	6605	6605	6605	6605												
N 232	6	5456	5456	5456	5456	5456	5456												
N 233	6	5120	5120	5120	5120	5120	5120												
N 234	6	6787.5	6787.5	6787.5	6787.5	6787.5	6787.5												
N 235	6	3619	3619	3619	3619	3619	3619												
N 236	6	4918	4918	4918	4918	4918	4918												
N 237	6	2722	2722	2722	2722	2722	2722												
N 238	6	3988	3988	3988	3988	3988	3988												
N 239	6	3927.9	3927.9	3927.9	3927.9	3927.9	3927.9												
N 240	6	6929.5	6929.5	6929.5	6929.5	6929.5	6929.5												
N 241	6	3871.5	3871.5	3871.5	3871.5	3871.5	3871.5												
N 242	6	4059	4059	4059	4059	4059	4059												
N 243	6	6675	6675	6675	6675	6675	6675												
N 244	6	7546.5	7546.5	7546.5	7546.5	7546.5	7546.5												
N 245	6	2163	2163	2163	2163	2163	2163												
N 246	6	4106	4106	4106	4106	4106	4106												
N 247	6	5999	5999	5999	5999	5999	5999												
N 248	6	5208.5	5208.5	5208.5	5208.5	5208.5	5208.5												
N 249	6	5094	5094	5094	5094	5094	5094												
N 250	6	5059	5059	5059	5059	5059	5059												
N 251	6	5166	5166	5166	5166	5166	5166												
N 252	6	5126	5126	5126	5126	5126	5126												
N 253	6	5110.5	5110.5	5110.5	5110.5	5110.5	5110.5												
N 254	6	5000	5000	5000	5000	5000	5000												
N 255	6	5146	5146	5146	5146	5146	5146												
N 256	6	5132	5132	5132	5132	5132	5132												
N 257	6	5100.5	5100.5	5100.5	5100.5	5100.5	5100.5												
N 258	6	5210	5210	5210	5210	5210	5210												
N 259	6	5114.5	5114.5	5114.5	5114.5	5114.5	5114.5												
N 260	6	5143.5	5143.5	5143.5	5143.5	5143.5	5143.5												
N 261	6	5207	5207	5207	5207	5207	5207												
N 262	6	5145.5	5145.5	5145.5	5145.5	5145.5	5145.5												
N 263	6	5073	5073	5073	5073	5073	5073												
N 264	6	5088.5	5088.5	5088.5	5088.5	5088.5	5088.5												
N 265	6	5220.5	5220.5	5220.5	5220.5	5220.5	5220.5												
N 266	6	5196	5196	5196	5196	5196	5196												
N 267	6	5171.5	5171.5	5171.5	5171.5	5171.5	5171.5												
N 268	6	5000	5000	5000	5000	5000	5000												
N 269	6	5185	5185	5185	5185	5185	5185												
N 270	6	5169	5169	5169	5169	5169	5169												
N 271	6	5159	5159	5159	5159	5159	5159												
N 272	6	5284	5284	5284	5284	5284	5284												
N 273	6	5243	5243	5243	5243	5243	5243												
N 274	6	5141	5141	5141	5141	5141	5141												
N 275	6	5321	5321	5321	5321	5321	5321												
N 276	6	5180	5180	5180	5180	5180	5180												
N 277	6	5220	5220	5220	5220	5220	5220												
N 278	6	5083	5083	5083	5083	5083	5083												
N 279	6	5078.5	5078.5	5078.5	5078.5	5078.5	5078.5												
N 280	6	5086	5086	5086	5086	5086	5086												
N 281	6	5128.5	5128.5	5128.5	5128.5	5128.5	5128.5												
N 282	6	5000	5000	5000	5000	5000	5000												
N 283	6	5128	5128	5128	5128	5128	5128												
N 284	6	5222.5	5222.5	5222.5	5222.5	5222.5	5222.5												
N 285	6	5123	5123	5123	5123	5123	5123												
N 286	6	5107.5	5107.5	5107.5	5107.5	5107.5	5107.5												
N 287	6	5069.5	5069.5	5069.5	5069.5	5069.5	5069.5												
N 288	6	5185	5185	5185	5185	5185	5185												
N 289	6	5088	5088	5088	5088	5088	5088												
N 290	6	5259	5259	5259	5259	5259	5259												
N 291	6	4868	4868	4868	4868	4868	4868												
N 292	6	5184	5184	5184	5184	5184	5184												
N 293	6	5310.5	5310.5	5310.5	5310.5	5310.5	5310.5												
N 294	6	5224.5	5224.5	5224.5	5224.5	5224.5	5224.5												
N 295	6	5172	5172	5172	5172	5172	5172												
N 296	6	5000	5000	5000	5000	5000	5000												
N 297	6	5111	5111	5111	5111	5111	5111												
N 298	6	5238	5238	5238	5238	5238	5238												
N 299	6	5392.5	5392.5	5392.5	5392.5	5392.5	5392.5												
N 300	6	6057	6057	6057	6057	6057	6057												
N 301	6	5049.5	5049.5	5049.5	5049.5	5049.5	5049.5												
N 302	6	5394.5	5394.5	5394.5	5394.5	5394.5	5394.5												
N 303	6	5121	5121	5121	5121	5121	5121												
N 304	6	5018.5	5018.5	5018.5	5018.5	5018.5	5018.5												
N 305	6	5230	5230	5230	5230	5230	5230												
N 306	6	4864.5	4864.5	4864.5	4864.5	4864.5	4864.5												
N 307	6	5223	5223	5223	5223	5223	5223												
N 308	6	4927.5	4927.5	4927.5	4927.5	4927.5	4927.5												
N 309	6	4996	4996	4996	4996	4996	4996												
N 310	6	5000	5000	5000	5000	5000	5000												
N 311	6	5123	5123	5123	5123	5123	5123												
N 312	6	4731.5	4731.5	4731.5	4731.5	4731.5	4731.5												
N 313	6	5169.5	5169.5	5169.5	5169.5	5169.5	5169.5												
N 314	6	5077	5077	5077	5077	5077	5077												
N 315	6	5172.5	5172.5	5172.5	5172.5	5172.5	5172.5												
N 316	6	5018.5	5018.5	5018.5	5018.5	5018.5	5018.5												
N 317	6	5237	5237	5237	5237	5237	5237												
N 318	6	5328.5	5328.5	5328.5	5328.5	5328.5	5328.5												
N 319	6	4775	4775	4775	4775	4775	4775												
N 320	6	4941.5	4941.5	4941.5	4941.5	4941.5	4941.5												
N 321	6	5380.5	5380.5	5380.5	5380.5	5380.5	5380.5												
N 322	6	5166	5166	5166	5166	5166	5166												
N 323	6	5000	5000	5000	5000	5000	5000												
N 324	6	5145	5145	5145	5145	5145	5145												
N 325	6	5032	5032	5032	5032	5032	5032												
N 326	6	5180	5180	5180	5180	5180	5180												
N 327	6	5502.5	5502.5	5502.5	5502.5	5502.5	5502.5												
N 328	6	5222.5	5222.5	5222.5	5222.5	5222.5	5222.5												
N 329	6	5352.5	5352.5	5352.5	5352.5	5352.5	5352.5												
N 330	6	5343.5	5343.5	5343.5	5343.5	5343.5	5343.5												
N 331	6	5330.5	5330.5	5330.5	5330.5	5330.5	5330.5												
N 332	6	22841.66	22841.66	22841.66	22841.66	22841.66	22841.66												
N 333	6	19131.3	19131.3	19131.3	19131.3	19131.3	19131.3												
N 334	6	39666.22	39666.22	39666.22	39666.22	39666.22	39666.22												
N 335	6	15911.4	15911.4	15911.4	15911.4	15911.4	15911.4												
N 336	6	4432.62	4432.62	4432.62	4432.62	4432.62	4432.62												
N 337	6	7180.2	7180.2	7180.2	7180.2	7180.2	7180.2												
N 338	6	3885	3885	3885	3885	3885	3885												
N 339	6	6759	6759	6759	6759	6759	6759												
N 340	6	4110	4110	4110	4110	4110	4110												
N 341	6	5660	5660	5660	5660	5660	5660												
N 342	6	9940	9940	9940	9940	9940	9940												
N 343	6	4470	4470	4470	4470	4470	4470												
N 344	6	4470	4470	4470	4470	4470	4470												
N 345	6	3185	3185	3185	3185	3185	3185												
N 346	6	2910	2910	2910	2910	2910	2910												
N 347	6	7192	7192	7192	7192	7192	7192												
N 348	6	8495.2	8495.2	8495.2	8495.2	8495.2	8495.2												
N 349	6	5664	5664	5664	5664	5664	5664												
N 350	6	12690	12690	12690	12690	12690	12690												
N 351	6	10710	10710	10710	10710	10710	10710												
N 352	6	8530	8530	8530	8530	8530	8530												
N 353	6	2760	2760	2760	2760	2760	2760												
N 354	6	1628	1628	1628	1628	1628	1628												
N 355	6	5775.5	5775.5	5775.5	5775.5	5775.5	5775.5												
N 356	6	7619	7619	7619	7619	7619	7619												
N 357	6	4891.5	4891.5	4891.5	4891.5	4891.5	4891.5												
N 358	6	8363	8363	8363	8363	8363	8363												
N 359	6	8264.5	8264.5	8264.5	8264.5	8264.5	8264.5												
N 360	6	2700	2700	2700	2700	2700	2700												
N 361	6	1949.5	1949.5	1949.5	1949.5	1949.5	1949.5												
N 362	6	4955	4955	4955	4955	4955	4955												
N 363	6	4690	4690	4690	4690	4690	4690												
N 364	6	4840	4840	4840	4840	4840	4840												
N 365	6	5290	5290	5290	5290	5290	5290												
N 366	6	6840	6840	6840	6840	6840	6840												
N 367	6	7690	7690	7690	7690	7690	7690												
N 368	6	7730	7730	7730	7730	7730	7730												
N 369	6	4320	4320	4320	4320	4320	4320												
N 370	6	3080	3080	3080	3080	3080	3080												
N 371	6	2620	2620	2620	2620	2620	2620												
N 372	6	6520	6520	6520	6520	6520	6520												
N 373	6	4590	4590	4590	4590	4590	4590												
N 374	6	3306.25	3306.25	3306.25	3306.25	3306.25	3306.25												
N 375	6	3383.58	3383.58	3383.58	3383.58	3383.58	3383.58												
N 376	6	7680.83	7680.83	7680.83	7680.83	7680.83	7680.83												
N 377	6	5175	5175	5175	5175	5175	5175												
N 378	6	6500	6500	6500	6500	6500	6500												
N 379	6	8040	8040	8040	8040	8040	8040												
N 380	6	5025.52	5025.52	5025.52	5025.52	5025.52	5025.52												
N 381	6	4625.17	4625.17	4625.17	4625.17	4625.17	4625.17												
N 382	6	5047.02	5047.02	5047.02	5047.02	5047.02	5047.02												
N 383	6	4720.46	4720.46	4720.46	4720.46	4720.46	4720.46												
N 384	6	6400.77	6400.77	6400.77	6400.77	6400.77	6400.77												
N 385	6	5253.62	5253.62	5253.62	5253.62	5253.62	5253.62												
N 386	6	3210.04	3210.04	3210.04	3210.04	3210.04	3210.04												
N 387	6	3381.74	3381.74	3381.74	3381.74	3381.74	3381.74												
N 388	6	6564.67	6564.67	6564.67	6564.67	6564.67	6564.67												
N 389	6	7864.99	7864.99	7864.99	7864.99	7864.99	7864.99												
N 390	6	1844.9	1844.9	1844.9	1844.9	1844.9	1844.9												
N 391	6	1827.53	1827.53	1827.53	1827.53	1827.53	1827.53												
N 392	6	10923.2	10923.2	10923.2	10923.2	10923.2	10923.2												
N 393	6	6200	6200	6200	6200	6200	6200												
N 394	6	5400	5400	5400	5400	5400	5400												
N 395	6	5400	5400	5400	5400	5400	5400												
N 396	6	1690	1690	1690	1690	1690	1690												
N 397	6	5300	5300	5300	5300	5300	5300												
N 398	6	1300	1300	1300	1300	1300	1300												
N 399	6	8800	8800	8800	8800	8800	8800												
N 400	6	9200	9200	9200	9200	9200	9200												
N 401	6	6200	6200	6200	6200	6200	6200												
N 402	6	5800	5800	5800	5800	5800	5800												
N 403	6	5800	5800	5800	5800	5800	5800												
N 404	6	10500	10500	10500	10500	10500	10500												
N 405	6	10195.8	10195.8	10195.8	10195.8	10195.8	10195.8												
N 406	6	8494.8	8494.8	8494.8	8494.8	8494.8	8494.8												
N 407	6	10195.8	10195.8	10195.8	10195.8	10195.8	10195.8												
N 408	6	8494.8	8494.8	8494.8	8494.8	8494.8	8494.8												
N 409	6	6594.9	6594.9	6594.9	6594.9	6594.9	6594.9												
N 410	6	7170	7170	7170	7170	7170	7170												
N 411	6	725	725	725	725	725	725												
N 412	6	1025	1025	1025	1025	1025	1025												
N 413	6	8420	8420	8420	8420	8420	8420												
N 414	6	3700	3700	3700	3700	3700	3700												
N 415	6	1278	1278	1278	1278	1278	1278												
N 416	6	8390	8390	8390	8390	8390	8390												
N 417	6	5143.8	5143.8	5143.8	5143.8	5143.8	5143.8												
N 418	6	4797	4797	4797	4797	4797	4797												
N 419	6	9770	9770	9770	9770	9770	9770												
N 420	6	4050	4050	4050	4050	4050	4050												
N 421	6	10920	10920	10920	10920	10920	10920												
N 422	6	5900	5900	5900	5900	5900	5900												
N 423	6	6585	6585	6585	6585	6585	6585												
N 424	6	2110	2110	2110	2110	2110	2110												
N 425	6	1002	1002	1002	1002	1002	1002												
N 426	6	6150	6150	6150	6150	6150	6150												
N 427	6	5120	5120	5120	5120	5120	5120												
N 428	6	5370.93	5370.93	5370.93	5370.93	5370.93	5370.93												
N 429	6	5780.77	5780.77	5780.77	5780.77	5780.77	5780.77												
N 430	6	4813.08	4813.08	4813.08	4813.08	4813.08	4813.08												
N 431	6	4785.92	4785.92	4785.92	4785.92	4785.92	4785.92												
N 432	6	2239	2239	2239	2239	2239	2239												
N 433	6	2246	2246	2246	2246	2246	2246												
N 434	6	5896	5896	5896	5896	5896	5896												
N 435	6	3139	3139	3139	3139	3139	3139												
N 436	6	11234	11234	11234	11234	11234	11234												
N 437	6	8316	8316	8316	8316	8316	8316												
N 438	6	8356.5	8356.5	8356.5	8356.5	8356.5	8356.5												
N 439	6	5474.7	5474.7	5474.7	5474.7	5474.7	5474.7												
N 440	6	8776.8	8776.8	8776.8	8776.8	8776.8	8776.8												
N 441	6	8334.5	8334.5	8334.5	8334.5	8334.5	8334.5												
N 442	6	10947	10947	10947	10947	10947	10947												
N 443	6	10400	10400	10400	10400	10400	10400												
N 444	6	10449	10449	10449	10449	10449	10449												
N 445	6	4946	4946	4946	4946	4946	4946												
